Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Species,Event_id,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed and disposed of,Slaughtered,Deaths,Vaccinated
2024,Jan-Jun 2024,Europe,Poland,"Darłowo","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",4063,135438,1,-,Animal,1,-,-,1,-
2024,Jan-Jun 2024,Europe,Poland,"Góra","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Greylag Goose",4063,147530,1,-,Animal,1,-,-,1,-
2024,Jan-Jun 2024,Europe,Poland,"Iława (rural)","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",4063,132466,1,-,Animal,1,-,-,1,-
2024,Jan-Jun 2024,Europe,Poland,"Iłów","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Eurasian buzzard (common buzzard)",4063,132902,1,-,Animal,1,-,-,1,-
2024,Jan-Jun 2024,Europe,Poland,"Jastarnia","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",4063,132712,1,-,Animal,1,-,-,1,-
2024,Jan-Jun 2024,Europe,Poland,"Jelenia Góra","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",4063,130325,1,-,Animal,2,-,-,2,-
2024,Jan-Jun 2024,Europe,Poland,"Jutrosin","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",4063,131573,1,-,Animal,4,-,-,4,-
2024,Jan-Jun 2024,Europe,Poland,"Krzeszyce","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4063,132034,1,80,Animal,80,0,0,80,0
2024,Jan-Jun 2024,Europe,Poland,"Postomino","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",4063,135528,1,-,Animal,1,-,-,1,-
2024,Jan-Jun 2024,Europe,Poland,"Puck","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",4063,132201,1,-,Animal,2,-,-,2,-
2024,Jan-Jun 2024,Europe,Poland,"Puławy (rural)","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"White Stork",4063,134006,1,-,Animal,1,-,-,1,-
2024,Jan-Jun 2024,Europe,Poland,"Sianów","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4063,132714,1,49,Animal,49,11,-,38,-
2024,Jan-Jun 2024,Europe,Poland,"Skarbimierz","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4063,132035,1,23,Animal,23,8,0,15,0
2024,Jan-Jun 2024,Europe,Poland,"Solina","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",4063,-,3,-,Animal,4,-,-,4,-
2024,Jan-Jun 2024,Europe,Poland,"Złotów (rural)","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Eurasian buzzard (common buzzard)",4063,132949,1,-,Animal,1,-,-,1,-
2024,Jan-Jun 2024,Oceania,Australia,"Hawkesbury","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H7N8",Domestic,"Birds",5755,-,3,10,Animal,7,3,-,7,-
2024,Jan-Jun 2024,Oceania,Australia,"Unincorporated Australian Capital Territory","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H7N8",Domestic,"Birds",5755,136514,1,3,Animal,1,2,-,1,-
2024,Jul-Dec 2024,Americas,United States of America,"Ada","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Tiger",4451,146251,1,-,Animal,1,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Albany","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Gray squirrel",4451,149868,1,-,Animal,1,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Anderson","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,147245,1,41,Animal,-,30,-,11,-
2024,Jul-Dec 2024,Americas,United States of America,"Arapahoe","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Cats",4451,145727,1,-,Animal,1,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Bossier","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,145442,1,35,Animal,-,-,-,35,-
2024,Jul-Dec 2024,Americas,United States of America,"Brazoria","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,148262,1,88,Animal,-,27,-,61,-
2024,Jul-Dec 2024,Americas,United States of America,"Brookings","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Cats",4451,147280,1,-,Animal,1,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Broomfield","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Bovine",4451,138473,1,-,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Butte","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,146554,1,67,Animal,-,32,-,35,-
2024,Jul-Dec 2024,Americas,United States of America,"Cache","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Bovine",4451,-,13,-,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Cache","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Domestic cat",4451,145720,1,-,Animal,1,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Cache","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"House mouse",4451,145720,0,-,Animal,1,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Cache","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Savannah Sparrow",4247,144402,1,-,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Cache","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Song sparrow",4247,144402,0,-,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Cache","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"White-winged Dove",4247,144402,0,-,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Canyon","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,-,4,125,Animal,-,24,-,101,-
2024,Jul-Dec 2024,Americas,United States of America,"Canyon","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Bovine",4451,-,3,-,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Carson City","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Puma",4451,146260,1,-,Animal,1,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Cass","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,147236,1,57,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Cedar","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,146545,1,20,Animal,-,3,-,17,-
2024,Jul-Dec 2024,Americas,United States of America,"Clackamas","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"House mouse",4451,147284,1,-,Animal,1,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Clayton","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,148263,1,13,Animal,-,10,-,3,-
2024,Jul-Dec 2024,Americas,United States of America,"Clinton","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,147249,1,39,Animal,-,39,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Coffey","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,147247,1,47,Animal,-,13,-,34,-
2024,Jul-Dec 2024,Americas,United States of America,"Coos","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,146546,1,42,Animal,-,20,-,22,-
2024,Jul-Dec 2024,Americas,United States of America,"Cottonwood","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Domestic cat",4451,147285,1,-,Animal,1,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Craighead","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,-,2,62,Animal,-,21,-,41,-
2024,Jul-Dec 2024,Americas,United States of America,"Crook","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,142042,1,180,Animal,-,180,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Crook","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Swine",4451,141977,1,5,Animal,1,5,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Dade","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,146218,1,85,Animal,-,14,-,71,-
2024,Jul-Dec 2024,Americas,United States of America,"Deaf Smith","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Bovine",4451,145715,1,-,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Denver","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Lion",4451,146254,1,-,Animal,1,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Denver","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Puma",4451,146254,0,-,Animal,1,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Denver","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Red Fox",4451,146254,0,-,Animal,1,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Denver","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Tiger",4451,146254,0,-,Animal,2,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Deschutes","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,146544,1,85,Animal,-,10,-,75,-
2024,Jul-Dec 2024,Americas,United States of America,"Dodge","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,145479,1,13,Animal,-,-,-,13,-
2024,Jul-Dec 2024,Americas,United States of America,"Douglas","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,145328,1,103,Animal,-,53,-,50,-
2024,Jul-Dec 2024,Americas,United States of America,"El Dorado","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,146217,1,29,Animal,-,17,-,12,-
2024,Jul-Dec 2024,Americas,United States of America,"Erath","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Bovine",4451,-,3,-,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Erie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Red Fox",4451,136958,1,-,Animal,1,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Flathead","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,144036,1,43,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Flathead","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Cats",4451,150710,1,-,Animal,1,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Franklin","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,-,2,64,Animal,-,23,-,41,-
2024,Jul-Dec 2024,Americas,United States of America,"Fresno","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Cats",4451,145726,1,-,Animal,1,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Gooding","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Bovine",4451,136917,1,-,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Gregory","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,148253,1,85,Animal,-,-,-,85,-
2024,Jul-Dec 2024,Americas,United States of America,"Hanson","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,148254,1,52,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Hendry","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,137326,1,5,Animal,-,3,-,2,-
2024,Jul-Dec 2024,Americas,United States of America,"Honolulu","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,-,2,78,Animal,-,49,-,29,-
2024,Jul-Dec 2024,Americas,United States of America,"Honolulu","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Anatidae (unidentified)",4247,144026,1,-,Animal,1,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Honolulu","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mallard",4247,143545,0,-,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Honolulu","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Muscovy Duck",4247,143545,0,-,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Houston","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,146549,1,57,Animal,-,12,-,45,-
2024,Jul-Dec 2024,Americas,United States of America,"Howard","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,147235,1,57,Animal,-,19,-,38,-
2024,Jul-Dec 2024,Americas,United States of America,"Hughes","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Bovine",4451,-,2,-,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Jackson","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,-,3,296,Animal,-,69,-,227,-
2024,Jul-Dec 2024,Americas,United States of America,"Jefferson Davis","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,146548,1,-,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Jefferson","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,147230,1,60,Animal,-,12,-,48,-
2024,Jul-Dec 2024,Americas,United States of America,"Jewell","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,145481,1,35,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Juneau","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Ermine",4451,147272,1,-,Animal,1,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"King","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Racoon (Northern raccoon)",4451,146881,1,-,Animal,1,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Kings","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,143544,1,8,Animal,-,3,-,5,-
2024,Jul-Dec 2024,Americas,United States of America,"Kit Carson","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Cats",4451,145962,1,-,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Kitsap","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,141434,1,60,Animal,-,50,-,10,-
2024,Jul-Dec 2024,Americas,United States of America,"La Plata","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,145480,1,21,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Lafayette","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,145482,1,40,Animal,-,27,-,13,-
2024,Jul-Dec 2024,Americas,United States of America,"Lake","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,145322,1,20,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Lake","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Cats",4451,147912,1,-,Animal,1,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Larimer","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Bovine",4451,-,7,-,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Larimer","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Cats",4451,-,4,-,Animal,4,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Larimer","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Bobcat",4451,147281,1,-,Animal,1,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Lemhi","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Domestic,"Birds",5081,147647,1,20,Animal,-,2,-,18,-
2024,Jul-Dec 2024,Americas,United States of America,"Lemhi","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,-,2,169,Animal,-,93,-,57,-
2024,Jul-Dec 2024,Americas,United States of America,"Lewis","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,142039,1,58,Animal,-,40,-,18,-
2024,Jul-Dec 2024,Americas,United States of America,"Los Angeles","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Cats",4451,145725,1,-,Animal,11,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Malheur","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,144056,1,8,Animal,-,8,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Maricopa","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,145326,1,487,Animal,-,487,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Maricopa","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Puma",4451,146250,1,-,Animal,1,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Martin","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,-,2,64,Animal,-,26,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Mason","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Bobcat",4451,146249,0,-,Animal,2,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Mason","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Canadian lynx",4451,146249,1,-,Animal,1,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Mason","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Eurasian Lynx",4451,146249,0,-,Animal,1,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Mason","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Felidae (unidentified)",4451,146249,0,-,Animal,1,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Mason","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Geoffroy's cat",4451,146249,0,-,Animal,1,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Mason","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Puma",4451,146249,0,-,Animal,4,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Mason","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Serval",4451,146249,0,-,Animal,5,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Mason","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Tiger",4451,146249,0,-,Animal,1,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Matanuska-Susitna","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,-,2,117,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Missaukee","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Bovine",4451,147271,1,-,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Monona","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,146547,1,34,Animal,-,9,-,25,-
2024,Jul-Dec 2024,Americas,United States of America,"Morgan","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Bovine",4451,-,3,-,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Morrison","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Cats",4451,145961,1,-,Animal,1,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Nelson","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Domestic,"Birds",5081,147646,1,61,Animal,-,61,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"North Slope","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Polar Bear",4451,145717,1,-,Animal,1,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"North Slope","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Red Fox",4451,141509,1,-,Animal,2,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Nye","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Bovine",4451,145037,1,-,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Okanogan","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,144053,1,24,Animal,-,12,-,12,-
2024,Jul-Dec 2024,Americas,United States of America,"Olmsted","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,147248,1,116,Animal,-,116,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Palm Beach","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,148256,1,4,Animal,-,2,-,2,-
2024,Jul-Dec 2024,Americas,United States of America,"Payette","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Bovine",4451,140564,1,-,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Pemiscot","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,147237,1,71,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Perry","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,148255,1,23,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Phillips","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,147246,1,13,Animal,-,3,-,10,-
2024,Jul-Dec 2024,Americas,United States of America,"Pickens","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,145901,1,48,Animal,-,48,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Pitkin","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5 (N untyped)",Domestic,"Birds",5081,147645,1,52,Animal,-,-,-,29,-
2024,Jul-Dec 2024,Americas,United States of America,"Pope","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,147232,1,40,Animal,-,25,-,15,-
2024,Jul-Dec 2024,Americas,United States of America,"Riverside","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,145903,1,70,Animal,-,-,-,-,-
2024,Jul-Dec 2024,Americas,United States of America,"Roger Mills","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",4247,145324,1,-,Animal,-,-,-,-,-
