Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Species,Event_id,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed and disposed of,Slaughtered,Deaths,Vaccinated
2021,Jan-Jun 2021,Europe,Poland,"Warmińsko-Mazurskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"",-,-,4,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Europe,Poland,"Warmińsko-Mazurskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Eurasian buzzard (common buzzard)",-,-,-,-,Animal,1,0,0,1,0
2021,Jan-Jun 2021,Europe,Poland,"Warmińsko-Mazurskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Mute Swan",-,-,-,-,Animal,2,0,0,2,0
2021,Jan-Jun 2021,Europe,Poland,"Warmińsko-Mazurskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"White Stork",-,-,-,-,Animal,1,0,0,1,0
2021,Jan-Jun 2021,Europe,Poland,"Wielkopolskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"",-,-,11,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Europe,Poland,"Wielkopolskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Bean Goose",-,-,-,-,Animal,1,0,0,1,-
2021,Jan-Jun 2021,Europe,Poland,"Wielkopolskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Common Raven",-,-,-,-,Animal,2,0,0,2,0
2021,Jan-Jun 2021,Europe,Poland,"Wielkopolskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Eurasian buzzard (common buzzard)",-,-,-,-,Animal,2,0,0,2,0
2021,Jan-Jun 2021,Europe,Poland,"Wielkopolskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Greylag Goose",-,-,-,-,Animal,2,0,0,2,0
2021,Jan-Jun 2021,Europe,Poland,"Wielkopolskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"House Sparrow",-,-,-,-,Animal,1,0,0,1,-
2021,Jan-Jun 2021,Europe,Poland,"Wielkopolskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Mute Swan",-,-,-,-,Animal,11,0,0,11,0
2021,Jan-Jun 2021,Europe,Poland,"Wielkopolskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"White-tailed Eagle",-,-,-,-,Animal,1,0,0,1,0
2021,Jan-Jun 2021,Europe,Poland,"Zachodniopomorskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N5",Wild,"",-,-,3,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Europe,Poland,"Zachodniopomorskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N5",Wild,"Mute Swan",-,-,-,-,Animal,1,0,0,1,0
2021,Jan-Jun 2021,Europe,Poland,"Zachodniopomorskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N5",Wild,"Tufted Duck",-,-,-,-,Animal,1,0,0,1,-
2021,Jan-Jun 2021,Europe,Poland,"Zachodniopomorskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"",-,-,11,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Europe,Poland,"Zachodniopomorskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N8",Wild,"Mute Swan",-,-,-,-,Animal,37,0,0,37,0
2021,Jul-Dec 2021,Africa,South Africa,"Eastern Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,South Africa,"Eastern Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Cape cormorant",-,-,-,-,Animal,1,1,0,0,0
2021,Jul-Dec 2021,Africa,South Africa,"Free State","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,2,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,South Africa,"Free State","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Wildlife (species unspecified)",-,-,-,85,Animal,40,45,0,40,0
2021,Jul-Dec 2021,Africa,South Africa,"Gauteng","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Both animal categories,"",-,-,2,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,South Africa,"Gauteng","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",-,-,-,174,Animal,218,-,-,218,-
2021,Jul-Dec 2021,Africa,South Africa,"Gauteng","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,South Africa,"Gauteng","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Egyptian Goose",-,-,-,-,Animal,1,0,0,0,0
2021,Jul-Dec 2021,Africa,South Africa,"Gauteng","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Hadada Ibis",-,-,-,-,Animal,1,0,0,1,0
2021,Jul-Dec 2021,Africa,South Africa,"KwaZulu-Natal","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,South Africa,"KwaZulu-Natal","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Wildlife (species unspecified)",-,-,-,131,Animal,51,80,0,51,0
2021,Jul-Dec 2021,Africa,South Africa,"Limpopo","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Both animal categories,"",-,-,1,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,South Africa,"Limpopo","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",-,-,-,800,Animal,1,-,-,1,-
2021,Jul-Dec 2021,Africa,South Africa,"North West","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",-,-,-,96,Animal,42,54,-,42,-
2021,Jul-Dec 2021,Africa,South Africa,"North West","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Both animal categories,"",-,-,5,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,10,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Cape cormorant",-,-,-,29120,Animal,22281,1561,0,20571,0
2021,Jul-Dec 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Cape gannet",-,-,-,-,Animal,11,11,0,0,0
2021,Jul-Dec 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Common Tern",-,-,-,-,Animal,6,3,0,3,0
2021,Jul-Dec 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Great White Pelican",-,-,-,-,Animal,1,0,0,1,0
2021,Jul-Dec 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Great-winged petrel",-,-,-,-,Animal,2,2,0,0,0
2021,Jul-Dec 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Hartlaub's gull",-,-,-,-,Animal,1,1,0,0,0
2021,Jul-Dec 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Jackass Penguin",-,-,-,8600,Animal,210,1,0,208,0
2021,Jul-Dec 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Kelp Gull",-,-,-,-,Animal,27,-,-,27,-
2021,Jul-Dec 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Northern giant petrel",-,-,-,-,Animal,1,-,-,1,-
2021,Jul-Dec 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Swift tern",-,-,-,-,Animal,1,1,0,0,0
2021,Jul-Dec 2021,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"White-breasted cormorant",-,-,-,120,Animal,7,3,0,4,0
2021,Jul-Dec 2021,Americas,United States of America,"South Carolina","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Americas,United States of America,"South Carolina","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"American wigeon",-,-,-,-,Animal,1,-,-,-,-
2021,Jul-Dec 2021,Americas,United States of America,"South Carolina","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Blue winged teal",-,-,-,-,Animal,1,-,-,-,-
2021,Jul-Dec 2021,Asia,China (People's Rep. of),"Hebei","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,134,0,0,134,0
2021,Jul-Dec 2021,Europe,Poland,"Koło","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Europe,Poland,"Koło","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,3,0,0,3,0
2021,Jul-Dec 2021,Europe,Poland,"Koszalin","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,2,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Europe,Poland,"Koszalin","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,7,0,0,7,0
2021,Jul-Dec 2021,Europe,Poland,"Łęczyca","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Europe,Poland,"Łęczyca","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Common Crane",-,-,-,-,Animal,1,0,0,1,0
2021,Jul-Dec 2021,Europe,Poland,"Siedlce","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,2,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Europe,Poland,"Siedlce","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Greylag Goose",-,-,-,-,Animal,1,0,0,1,0
2021,Jul-Dec 2021,Europe,Poland,"Siedlce","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mallard",-,-,-,-,Animal,1,0,0,1,0
2021,Jul-Dec 2021,Europe,Poland,"Świecie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,3,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Europe,Poland,"Świecie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,3,0,0,3,0
2021,Jul-Dec 2021,Europe,Poland,"Zgierz","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Europe,Poland,"Zgierz","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Northern Goshawk",-,-,-,-,Animal,1,0,0,1,0
2022,Jan-Jun 2022,Africa,South Africa,"Gauteng","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,6,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Africa,South Africa,"Gauteng","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Birds",-,-,-,408,Animal,276,0,0,276,0
2022,Jan-Jun 2022,Africa,South Africa,"Gauteng","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"White Stork",-,-,-,-,Animal,1,1,0,0,0
2022,Jan-Jun 2022,Africa,South Africa,"KwaZulu-Natal","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Africa,South Africa,"KwaZulu-Natal","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Birds",-,-,-,78,Animal,40,0,0,35,0
2022,Jan-Jun 2022,Africa,South Africa,"Mpumalanga","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Africa,South Africa,"Mpumalanga","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,1,0,0,0,0
2022,Jan-Jun 2022,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,4,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Common Tern",-,-,-,-,Animal,2,1,0,1,0
2022,Jan-Jun 2022,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Swift tern",-,-,-,-,Animal,1,1,0,0,0
2022,Jan-Jun 2022,Africa,South Africa,"Western Cape","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Wildlife (species unspecified)",-,-,-,-,Animal,1,0,0,0,0
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"",-,-,157,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Domestic,"Birds",-,-,-,11314,Animal,-,9003,-,2311,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,163,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Accipitridae (unidentified)",-,-,-,-,Animal,12,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"American Black Duck",-,-,-,-,Animal,34,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"American crow",-,-,-,-,Animal,43,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"American Kestrel",-,-,-,-,Animal,2,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"American Robin",-,-,-,-,Animal,1,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"American White Pelican",-,-,-,-,Animal,42,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"American wigeon",-,-,-,-,Animal,64,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Anatidae (unidentified)",-,-,-,-,Animal,18,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Arctic Jaeger",-,-,-,-,Animal,1,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Arctic Tern",-,-,-,-,Animal,2,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Ardeidae (unidentified)",-,-,-,-,Animal,1,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Baikal Teal",-,-,-,-,Animal,1,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Bald Eagle",-,-,-,-,Animal,282,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Barred Owl",-,-,-,-,Animal,16,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black Swan",-,-,-,-,Animal,2,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black Vulture",-,-,-,-,Animal,163,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-billed Magpie",-,-,-,-,Animal,3,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-necked Grebe",-,-,-,-,Animal,3,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Blue winged teal",-,-,-,-,Animal,11,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Brent Goose",-,-,-,-,Animal,5,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Broad-winged Hawk",-,-,-,-,Animal,2,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Brown Pelican",-,-,-,-,Animal,3,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Canada Goose",-,-,-,-,Animal,160,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Caspian Tern",-,-,-,-,Animal,9,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Common Eider",-,-,-,-,Animal,13,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Common Goldeneye",-,-,-,-,Animal,3,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Common Grackle",-,-,-,-,Animal,1,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Common Loon",-,-,-,-,Animal,5,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Common Raven",-,-,-,-,Animal,11,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Common Tern",-,-,-,-,Animal,3,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Cooper's Hawk",-,-,-,-,Animal,11,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Corvidae (unidentified)",-,-,-,-,Animal,1,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Dark-eyed Junco",-,-,-,-,Animal,1,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Double-crested cormorant",-,-,-,-,Animal,19,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Dunlin",-,-,-,-,Animal,1,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Eastern Screech-Owl",-,-,-,-,Animal,2,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Emu",-,-,-,-,Animal,1,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Fish crow",-,-,-,-,Animal,1,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Gadwall",-,-,-,-,Animal,34,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Glaucous Gull",-,-,-,-,Animal,6,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Great black-backed Gull",-,-,-,-,Animal,16,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Great Blue Heron",-,-,-,-,Animal,7,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Great Horned owl",-,-,-,-,Animal,191,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Greater White-fronted Goose",-,-,-,-,Animal,1,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Green-winged Teal",-,-,-,-,Animal,44,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Harris's hawk",-,-,-,-,Animal,1,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Herring Gull",-,-,-,-,Animal,29,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Hooded Merganser",-,-,-,-,Animal,22,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Horned Grebe",-,-,-,-,Animal,2,-,-,-,-
2022,Jan-Jun 2022,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Laridae (unidentified)",-,-,-,-,Animal,6,-,-,-,-
