Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Species,Measuring units,New outbreaks,Susceptible,Cases,Killed and disposed of,Deaths,Latitude,Longitude,Year
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Mute Swan,Animal,133.6,6961.8,4.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Neotropic Cormorant,Animal,128.2,6961.8,3.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Northern Gannet,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Northern Harrier,Animal,128.2,6961.8,3.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Northern Pintail,Animal,133.6,6961.8,4.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Northern Shoveler,Animal,128.2,6961.8,14.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Osprey,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Pelecanidae (unidentified),Animal,128.2,6961.8,6.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Peregrin falcon,Animal,128.2,6961.8,12.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Phalacrocoracidae (unidentified),Animal,128.2,6961.8,7.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Phasianidae (unidentified),Animal,128.2,6961.8,3.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Red-necked grebe,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Red-shouldered Hawk,Animal,133.6,6961.8,9.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Red-tailed Hawk,Animal,128.2,6961.8,142.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Red-winged Blackbird,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Redhead,Animal,133.6,6961.8,10.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Ring-billed gull,Animal,133.6,6961.8,4.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Ring-necked Duck,Animal,128.2,6961.8,6.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Ross's Goose,Animal,128.2,6961.8,66.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Rough-legged Hawk,Animal,128.2,6961.8,6.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Royal Tern,Animal,128.2,6961.8,6.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Ruddy Duck,Animal,128.2,6961.8,3.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Sabine's Gull,Animal,128.2,6961.8,3.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Sanderling,Animal,133.6,6961.8,15.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Sandhill Crane,Animal,133.6,6961.8,5.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Sharp-shinned Hawk,Animal,133.6,6961.8,4.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Short-billed Gull,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Snow Goose,Animal,133.6,6961.8,233.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Snowy Egret,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Snowy Owl,Animal,128.2,6961.8,17.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Strigidae (unidentified),Animal,133.6,6961.8,10.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Swainson's Hawk,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Trumpeter Swan,Animal,128.2,6961.8,6.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Tundra Swan,Animal,133.6,6961.8,5.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Turkey Vulture,Animal,133.6,6961.8,49.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Western screech owl,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Wild turkey,Animal,133.6,6961.8,15.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Wood Duck,Animal,128.2,6961.8,65.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Wood Stork,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jan-Jun 2022,Europe,Poland,Człuchów,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,5.4,2.2,0.0,2.2,53.6651462,17.3588324,2022.0
Jan-Jun 2022,Europe,Poland,Człuchów,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Mute Swan,Animal,2.0,5.6,5.0,0.0,5.0,53.6651462,17.3588324,2022.0
Jan-Jun 2022,Europe,Poland,Inowrocław,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,4.2,2.0,0.0,2.0,52.7952408,18.2595624,2022.0
Jan-Jun 2022,Europe,Poland,Inowrocław,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Greater White-fronted Goose,Animal,1.4,5.8,1.0,0.0,1.0,52.7952408,18.2595624,2022.0
Jan-Jun 2022,Europe,Poland,Końskie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,2.0,38.4,4.0,0.0,4.0,51.1910223,20.4071836,2022.0
Jan-Jun 2022,Europe,Poland,Końskie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Mute Swan,Animal,1.4,4.2,2.0,0.0,2.0,51.1910223,20.4071836,2022.0
Jan-Jun 2022,Europe,Poland,Koszalin,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,4.8,1.8,0.0,1.8,54.20717985,16.21754108699583,2022.0
Jan-Jun 2022,Europe,Poland,Koszalin,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Greylag Goose,Animal,1.4,6.0,1.0,0.0,1.0,54.20717985,16.21754108699583,2022.0
Jan-Jun 2022,Europe,Poland,Koszalin,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,4.8,1.8,0.0,1.8,54.20717985,16.21754108699583,2022.0
Jan-Jun 2022,Europe,Poland,Koszalin,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Mute Swan,Animal,1.4,4.0,3.0,0.0,3.0,54.20717985,16.21754108699583,2022.0
Jan-Jun 2022,Europe,Poland,Legionowo,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,2.0,36.0,1.6,0.0,1.6,52.4048926,20.93311029271624,2022.0
Jan-Jun 2022,Europe,Poland,Legionowo,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Mute Swan,Animal,1.4,13.4,3.0,0.0,3.0,52.4048926,20.93311029271624,2022.0
Jan-Jun 2022,Europe,Poland,Łódź,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,64.6,5.6,0.0,5.6,51.7728245,19.47848567915817,2022.0
Jan-Jun 2022,Europe,Poland,Łódź,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Mute Swan,Animal,1.2,4.4,1.0,0.0,1.0,51.7728245,19.47848567915817,2022.0
Jan-Jun 2022,Europe,Poland,Namysłów,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,67.0,4.4,0.0,4.4,51.0766258,17.7185619,2022.0
Jan-Jun 2022,Europe,Poland,Namysłów,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Mute Swan,Animal,2.4,5.8,1.0,0.0,1.0,51.0766258,17.7185619,2022.0
Jan-Jun 2022,Europe,Poland,Nowy Dwór Gdański,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,2.0,12.8,2.4,0.0,2.4,54.2146299,19.1150846,2022.0
Jan-Jun 2022,Europe,Poland,Nowy Dwór Gdański,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Greylag Goose,Animal,1.6,4.0,2.0,0.0,2.0,54.2146299,19.1150846,2022.0
Jan-Jun 2022,Europe,Poland,Nowy Dwór Mazowiecki,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,36.0,1.4,0.0,1.4,52.43417575,20.706110418137545,2022.0
Jan-Jun 2022,Europe,Poland,Nowy Dwór Mazowiecki,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Mute Swan,Animal,1.2,4.2,1.0,0.0,1.0,52.43417575,20.706110418137545,2022.0
Jan-Jun 2022,Europe,Poland,Olsztyn,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,41.8,2.6,0.0,2.6,53.77664395,20.477753092192152,2022.0
Jan-Jun 2022,Europe,Poland,Olsztyn,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Mute Swan,Animal,1.6,4.2,1.0,0.0,1.0,53.77664395,20.477753092192152,2022.0
Jan-Jun 2022,Europe,Poland,Polish Exclusive Economic Zone,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,2.0,4.8,1.4,0.0,1.4,54.9123,17.26042,2022.0
Jan-Jun 2022,Europe,Poland,Polish Exclusive Economic Zone,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Armenian Gull,Animal,2.2,6.0,1.0,0.0,1.0,54.9123,17.26042,2022.0
Jan-Jun 2022,Europe,Poland,Polish Exclusive Economic Zone,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Black-headed Gull,Animal,2.2,6.0,1.0,0.0,1.0,54.9123,17.26042,2022.0
Jan-Jun 2022,Europe,Poland,Polish Exclusive Economic Zone,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Common Tern,Animal,2.2,7.0,1.0,0.0,1.0,54.9123,17.26042,2022.0
Jan-Jun 2022,Europe,Poland,Polish Exclusive Economic Zone,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Sandwich Tern,Animal,2.2,7.0,1.0,0.0,1.0,54.9123,17.26042,2022.0
Jan-Jun 2022,Europe,Poland,Pszczyna,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,2.0,61.4,9.0,5.6,3.4,49.9778089,18.9423721,2022.0
Jan-Jun 2022,Europe,Poland,Pszczyna,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Mute Swan,Animal,1.2,6.0,4.0,0.0,4.0,49.9778089,18.9423721,2022.0
Jan-Jun 2022,Europe,Poland,Puck,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,3.0,5.4,6.2,0.0,6.2,54.7203995,18.411338,2022.0
Jan-Jun 2022,Europe,Poland,Puck,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Mute Swan,Animal,4.0,6.8,3.0,0.0,3.0,54.7203995,18.411338,2022.0
Jan-Jun 2022,Europe,Poland,Sępólno,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,43.2,2.8,0.0,2.8,52.3736542,16.0251399,2022.0
Jan-Jun 2022,Europe,Poland,Sępólno,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Mute Swan,Animal,1.2,5.0,1.0,0.0,1.0,52.3736542,16.0251399,2022.0
Jan-Jun 2022,Europe,Poland,Warszawa,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,36.0,1.8,0.0,1.8,52.2337172,21.071432235636493,2022.0
Jan-Jun 2022,Europe,Poland,Warszawa,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Mute Swan,Animal,1.2,4.2,1.0,0.0,1.0,52.2337172,21.071432235636493,2022.0
Jan-Jun 2022,Europe,Poland,Włocławek,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,62.4,2.0,0.0,2.0,52.6603872,19.071948,2022.0
Jan-Jun 2022,Europe,Poland,Włocławek,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Mew Gull,Animal,1.4,3.0,1.0,0.0,1.0,52.6603872,19.071948,2022.0
Jan-Jun 2022,Europe,Poland,Wołów,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,77.0,5.4,0.0,5.4,51.3363841,16.6486903,2022.0
Jan-Jun 2022,Europe,Poland,Wołów,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Mute Swan,Animal,1.0,5.8,1.0,0.0,1.0,51.3363841,16.6486903,2022.0
Jul-Dec 2022,Africa,South Africa,Gauteng,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,301.6,57.8,0.2,55.6,-25.9363439,28.0813105,2022.0
Jul-Dec 2022,Africa,South Africa,Gauteng,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Wildlife (species unspecified),Animal,4.2,187.8,1.0,0.0,0.0,-25.9363439,28.0813105,2022.0
Jul-Dec 2022,Africa,South Africa,Western Cape,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,4.0,1859.2,25.6,1.4,0.6,-33.546977,20.72753,2022.0
Jul-Dec 2022,Africa,South Africa,Western Cape,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Cape cormorant,Animal,7.0,575.8,2.0,0.0,0.0,-33.546977,20.72753,2022.0
Jul-Dec 2022,Africa,South Africa,Western Cape,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Cape gannet,Animal,7.0,596.2,5.0,1.0,0.0,-33.546977,20.72753,2022.0
Jul-Dec 2022,Africa,South Africa,Western Cape,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Common Tern,Animal,7.0,575.8,1.0,0.0,1.0,-33.546977,20.72753,2022.0
Jul-Dec 2022,Africa,South Africa,Western Cape,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Jackass Penguin,Animal,10.4,411.0,122.0,6.0,1.0,-33.546977,20.72753,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,unknown,-,175.0,6961.8,18.4,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,133.6,13299.0,29.6,9646.0,2897.0,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,98.0,6961.8,17.6,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Accipitridae (unidentified),Animal,128.2,6961.8,6.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,American Black Duck,Animal,128.2,6961.8,7.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,American Coot,Animal,133.6,6961.8,2.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,American crow,Animal,133.6,6961.8,9.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,American Kestrel,Animal,128.2,6961.8,3.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,American White Pelican,Animal,128.2,6961.8,54.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,American wigeon,Animal,133.6,6961.8,163.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Anatidae (unidentified),Animal,128.2,6961.8,80.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Arctic Jaeger,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Arctic Tern,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Bald Eagle,Animal,128.2,6961.8,106.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Barn Owl (Common Barn-Owl),Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Barred Owl,Animal,133.6,6961.8,2.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Barrow's Goldeneye,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Black Skimmer,Animal,133.6,6961.8,2.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Black Swan,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Black Vulture,Animal,128.2,6961.8,338.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Black-crowned Night-Heron,Animal,128.2,6961.8,7.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Black-legged Kittiwake,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Black-necked Grebe,Animal,128.2,6961.8,8.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Blue winged teal,Animal,128.2,6961.8,417.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Boat-tailed grackle,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Bonaparte's Gull,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
