Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Species,Measuring units,New outbreaks,Susceptible,Cases,Killed and disposed of,Deaths,Latitude,Longitude,Year
Jul-Dec 2024,Americas,United States of America,Clackamas,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,House mouse,Animal,1.0,99.2,1.0,82.2,30.8,45.1608821,-122.2305038,2024.0
Jul-Dec 2024,Americas,United States of America,Clayton,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,13.0,1.0,10.0,3.0,33.5204959,-84.3591713,2024.0
Jul-Dec 2024,Americas,United States of America,Clinton,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,39.0,1.2,39.0,17.8,41.2711458,-77.6984481,2024.0
Jul-Dec 2024,Americas,United States of America,Coffey,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,47.0,1.0,13.0,34.0,38.235413,-95.7498925,2024.0
Jul-Dec 2024,Americas,United States of America,Coos,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,42.0,1.2,20.0,22.0,44.698627,-71.3768039,2024.0
Jul-Dec 2024,Americas,United States of America,Cottonwood,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Domestic cat,Animal,1.0,74.0,1.0,59.6,16.8,44.019068,-95.1658845,2024.0
Jul-Dec 2024,Americas,United States of America,Craighead,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,2.0,62.0,1.0,21.0,41.0,35.8348413,-90.6441144,2024.0
Jul-Dec 2024,Americas,United States of America,Crook,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,180.0,1.2,180.0,48.2,44.1460291,-120.3839476,2024.0
Jul-Dec 2024,Americas,United States of America,Crook,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Swine,Animal,1.0,5.0,1.0,5.0,7.6,44.1460291,-120.3839476,2024.0
Jul-Dec 2024,Americas,United States of America,Dade,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,85.0,1.0,14.0,71.0,34.8722084,-85.4998791,2024.0
Jul-Dec 2024,Americas,United States of America,Deaf Smith,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Bovine,Animal,1.0,61.8,1.0,16.0,50.6,34.9323974,-102.5983118,2024.0
Jul-Dec 2024,Americas,United States of America,Denver,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Lion,Animal,1.0,2067.6,1.0,1126.4,599.8,39.7392364,-104.984862,2024.0
Jul-Dec 2024,Americas,United States of America,Denver,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Puma,Animal,0.0,2067.6,1.0,1126.4,599.8,39.7392364,-104.984862,2024.0
Jul-Dec 2024,Americas,United States of America,Denver,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Red Fox,Animal,0.0,2067.6,1.0,1126.4,599.8,39.7392364,-104.984862,2024.0
Jul-Dec 2024,Americas,United States of America,Denver,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Tiger,Animal,0.0,2067.6,2.0,1126.4,599.8,39.7392364,-104.984862,2024.0
Jul-Dec 2024,Americas,United States of America,Deschutes,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,85.0,1.2,10.0,75.0,43.8194838,-121.1669662,2024.0
Jul-Dec 2024,Americas,United States of America,Dodge,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,13.0,1.0,3.8,13.0,32.1506514,-83.1520134,2024.0
Jul-Dec 2024,Americas,United States of America,Douglas,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,103.0,1.0,53.0,50.0,33.6995565,-84.7622973,2024.0
Jul-Dec 2024,Americas,United States of America,El Dorado,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,29.0,1.0,17.0,12.0,38.7574137,-120.5276129,2024.0
Jul-Dec 2024,Americas,United States of America,Erath,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Bovine,Animal,3.0,47.6,2.4,22.0,39.2,32.1954856,-98.2213499,2024.0
Jul-Dec 2024,Americas,United States of America,Erie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Red Fox,Animal,1.0,33.8,1.0,33.4,23.0,42.1294712,-80.0852695,2024.0
Jul-Dec 2024,Americas,United States of America,Flathead,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,43.0,1.2,26.2,19.6,48.3840879,-113.972144,2024.0
Jul-Dec 2024,Americas,United States of America,Flathead,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Cats,Animal,1.0,60.6,1.0,36.2,24.4,48.3840879,-113.972144,2024.0
Jul-Dec 2024,Americas,United States of America,Franklin,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,2.0,64.0,1.2,23.0,41.0,33.2002659,-95.2231752,2024.0
Jul-Dec 2024,Americas,United States of America,Fresno,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Cats,Animal,1.0,54.6,1.0,38.0,23.6,36.7394421,-119.78483,2024.0
Jul-Dec 2024,Americas,United States of America,Gooding,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Bovine,Animal,1.0,52.2,1.0,26.4,37.0,43.0031041,-114.8286924,2024.0
Jul-Dec 2024,Americas,United States of America,Gregory,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,85.0,2.6,35.0,85.0,27.9222444,-97.2899915,2024.0
Jul-Dec 2024,Americas,United States of America,Hanson,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,52.0,1.2,21.0,37.0,43.6615541,-97.7945361,2024.0
Jul-Dec 2024,Americas,United States of America,Hendry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,5.0,1.0,3.0,2.0,26.597094,-81.1520667,2024.0
Jul-Dec 2024,Americas,United States of America,Honolulu,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,2.0,78.0,1.0,49.0,29.0,21.304547,-157.855676,2024.0
Jul-Dec 2024,Americas,United States of America,Honolulu,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Anatidae (unidentified),Animal,1.0,45.8,1.0,35.6,15.8,21.304547,-157.855676,2024.0
Jul-Dec 2024,Americas,United States of America,Honolulu,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Mallard,Animal,0.0,48.8,1.0,35.0,15.8,21.304547,-157.855676,2024.0
Jul-Dec 2024,Americas,United States of America,Honolulu,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Muscovy Duck,Animal,0.0,48.8,1.0,35.0,15.8,21.304547,-157.855676,2024.0
Jul-Dec 2024,Americas,United States of America,Houston,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,57.0,1.0,12.0,45.0,29.7589382,-95.3676974,2024.0
Jul-Dec 2024,Americas,United States of America,Howard,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,57.0,2.4,19.0,38.0,32.3047833,-101.4271085,2024.0
Jul-Dec 2024,Americas,United States of America,Hughes,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Bovine,Animal,2.0,47.8,1.8,19.8,27.0,35.0458435,-96.2749675,2024.0
Jul-Dec 2024,Americas,United States of America,Jackson,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,3.0,296.0,1.0,69.0,227.0,32.2998686,-90.1830408,2024.0
Jul-Dec 2024,Americas,United States of America,Jefferson Davis,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,100.8,1.0,29.2,72.8,31.5576951,-89.8386843,2024.0
Jul-Dec 2024,Americas,United States of America,Jefferson,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,60.0,1.8,12.0,48.0,29.834772,-94.1704496,2024.0
Jul-Dec 2024,Americas,United States of America,Jewell,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,35.0,1.2,20.0,19.6,39.784853,-98.21908622535383,2024.0
Jul-Dec 2024,Americas,United States of America,Juneau,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Ermine,Animal,1.0,82.2,1.0,51.0,30.8,58.3019496,-134.419734,2024.0
Jul-Dec 2024,Americas,United States of America,King,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Racoon (Northern raccoon),Animal,1.0,61.6,1.0,23.0,42.8,33.588178,-100.2178972,2024.0
Jul-Dec 2024,Americas,United States of America,Kings,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,8.0,3.2,3.0,5.0,36.0784807,-119.7956342,2024.0
Jul-Dec 2024,Americas,United States of America,Kit Carson,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Cats,Animal,1.0,50.4,2.4,681.2,31.0,39.3080613,-102.62075,2024.0
Jul-Dec 2024,Americas,United States of America,Kitsap,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,60.0,1.2,50.0,10.0,47.594502,-122.6474421,2024.0
Jul-Dec 2024,Americas,United States of America,La Plata,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,21.0,11.0,16.2,13.2,37.2889732,-107.8539029,2024.0
Jul-Dec 2024,Americas,United States of America,Lafayette,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,40.0,1.0,27.0,13.0,30.2262187,-92.0178202,2024.0
Jul-Dec 2024,Americas,United States of America,Lake,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,20.0,1.0,11.4,10.6,39.0505411,-122.7776556,2024.0
Jul-Dec 2024,Americas,United States of America,Lake,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Cats,Animal,1.0,28.2,1.0,31.6,12.4,39.0505411,-122.7776556,2024.0
Jul-Dec 2024,Americas,United States of America,Larimer,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Bovine,Animal,7.0,6961.8,1.8,4840.0,1633.2,40.6810174,-105.4726907,2024.0
Jul-Dec 2024,Americas,United States of America,Larimer,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Cats,Animal,4.0,4320.0,4.0,2926.4,1056.2,40.6810174,-105.4726907,2024.0
Jul-Dec 2024,Americas,United States of America,Larimer,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Bobcat,Animal,1.0,2067.6,1.0,1126.4,599.8,40.6810174,-105.4726907,2024.0
Jul-Dec 2024,Americas,United States of America,Lemhi,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5 (N untyped),Domestic,Birds,Animal,1.0,20.0,1.0,2.0,18.0,44.9321886,-113.852998,2024.0
Jul-Dec 2024,Americas,United States of America,Lemhi,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,2.0,169.0,1.0,93.0,57.0,44.9321886,-113.852998,2024.0
Jul-Dec 2024,Americas,United States of America,Lewis,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,58.0,1.0,40.0,18.0,40.0902418,-91.7013355,2024.0
Jul-Dec 2024,Americas,United States of America,Los Angeles,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Cats,Animal,1.0,49.0,11.0,37.8,17.6,34.0536909,-118.242766,2024.0
Jul-Dec 2024,Americas,United States of America,Malheur,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,8.0,1.2,8.0,7.6,43.1023481,-117.6916892,2024.0
Jul-Dec 2024,Americas,United States of America,Maricopa,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,487.0,3.2,487.0,4.6,33.34883,-112.49123,2024.0
Jul-Dec 2024,Americas,United States of America,Maricopa,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Puma,Animal,1.0,121.8,1.0,118.8,268.4,33.34883,-112.49123,2024.0
Jul-Dec 2024,Americas,United States of America,Martin,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,2.0,64.0,2.6,26.0,39.8,32.2675039,-101.9190317,2024.0
Jul-Dec 2024,Americas,United States of America,Mason,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Bobcat,Animal,0.0,51.8,2.0,22.8,48.0,30.705029,-99.2233284,2024.0
Jul-Dec 2024,Americas,United States of America,Mason,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Canadian lynx,Animal,1.0,51.8,1.0,22.8,48.0,30.705029,-99.2233284,2024.0
Jul-Dec 2024,Americas,United States of America,Mason,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Eurasian Lynx,Animal,0.0,51.8,1.0,22.8,48.0,30.705029,-99.2233284,2024.0
Jul-Dec 2024,Americas,United States of America,Mason,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Felidae (unidentified),Animal,0.0,51.8,1.0,22.8,48.0,30.705029,-99.2233284,2024.0
Jul-Dec 2024,Americas,United States of America,Mason,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Geoffroy's cat,Animal,0.0,51.8,1.0,22.8,48.0,30.705029,-99.2233284,2024.0
Jul-Dec 2024,Americas,United States of America,Mason,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Puma,Animal,0.0,51.8,4.0,22.8,48.0,30.705029,-99.2233284,2024.0
Jul-Dec 2024,Americas,United States of America,Mason,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Serval,Animal,0.0,51.8,5.0,22.8,48.0,30.705029,-99.2233284,2024.0
Jul-Dec 2024,Americas,United States of America,Mason,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Tiger,Animal,0.0,51.8,1.0,22.8,48.0,30.705029,-99.2233284,2024.0
Jul-Dec 2024,Americas,United States of America,Matanuska-Susitna,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,2.0,117.0,1.4,56.0,55.8,62.3402481,-149.4793288,2024.0
Jul-Dec 2024,Americas,United States of America,Missaukee,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Bovine,Animal,1.0,27.0,1.0,37.2,28.6,44.336979,-85.1070535,2024.0
Jul-Dec 2024,Americas,United States of America,Monona,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,34.0,1.2,9.0,25.0,42.0218737,-95.9356631,2024.0
Jul-Dec 2024,Americas,United States of America,Morgan,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Bovine,Animal,3.0,52.4,1.0,37.2,72.8,33.5793193,-83.5051522,2024.0
Jul-Dec 2024,Americas,United States of America,Morrison,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Cats,Animal,1.0,74.0,1.0,59.6,16.8,45.9926837,-94.2554658,2024.0
Jul-Dec 2024,Americas,United States of America,Nelson,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5 (N untyped),Domestic,Birds,Animal,1.0,61.0,1.2,61.0,28.0,37.7755351,-78.8973622,2024.0
Jul-Dec 2024,Americas,United States of America,North Slope,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Polar Bear,Animal,1.0,78.4,1.0,51.0,25.0,69.5335129,-153.8220681,2024.0
Jul-Dec 2024,Americas,United States of America,North Slope,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Red Fox,Animal,1.0,78.4,2.0,51.0,25.0,69.5335129,-153.8220681,2024.0
Jul-Dec 2024,Americas,United States of America,Nye,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Bovine,Animal,1.0,54.6,3.0,23.8,22.8,38.3544843,-116.406961,2024.0
Jul-Dec 2024,Americas,United States of America,Okanogan,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,24.0,1.2,12.0,12.0,48.5158513,-119.6527477,2024.0
Jul-Dec 2024,Americas,United States of America,Olmsted,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,116.0,1.0,116.0,53.2,43.9997437,-92.3767816,2024.0
Jul-Dec 2024,Americas,United States of America,Palm Beach,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,4.0,1.0,2.0,2.0,26.6279798,-80.4494174,2024.0
Jul-Dec 2024,Americas,United States of America,Payette,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Bovine,Animal,1.0,27.8,1.0,17.2,37.0,44.0374651,-116.7651123,2024.0
Jul-Dec 2024,Americas,United States of America,Pemiscot,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,71.0,1.0,24.4,43.8,36.2104949,-89.8351486,2024.0
Jul-Dec 2024,Americas,United States of America,Perry,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,23.0,1.2,12.8,14.0,40.3966461,-77.2890283,2024.0
Jul-Dec 2024,Americas,United States of America,Phillips,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,13.0,5.0,3.0,10.0,40.5888329,-102.3701723,2024.0
Jul-Dec 2024,Americas,United States of America,Pickens,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,48.0,1.0,48.0,24.4,34.4630619,-84.4682402,2024.0
Jul-Dec 2024,Americas,United States of America,Pitkin,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5 (N untyped),Domestic,Birds,Animal,1.0,52.0,7.8,29.0,29.0,39.2037774,-106.8695332,2024.0
Jul-Dec 2024,Americas,United States of America,Pope,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,40.0,1.2,25.0,15.0,45.5850258,-95.4469471,2024.0
Jul-Dec 2024,Americas,United States of America,Riverside,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,70.0,3.2,25.2,42.4,33.9824949,-117.374238,2024.0
Jul-Dec 2024,Americas,United States of America,Roger Mills,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,65.2,1.6,19.6,47.4,35.6596782,-99.6898104,2024.0
Jul-Dec 2024,Americas,United States of America,Sacramento,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Bovine,Animal,712.0,6961.8,4.6,4840.0,1633.2,38.5810606,-121.493895,2024.0
Jul-Dec 2024,Americas,United States of America,Sacramento,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Serval,Animal,1.0,29.8,1.0,32.0,12.4,38.5810606,-121.493895,2024.0
Jul-Dec 2024,Americas,United States of America,Sacramento,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Tiger,Animal,1.0,29.8,1.0,32.0,12.4,38.5810606,-121.493895,2024.0
Jul-Dec 2024,Americas,United States of America,Saint Charles,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Red Fox,Animal,1.0,46.8,1.0,18.2,19.0,38.783855,-90.481677,2024.0
Jul-Dec 2024,Americas,United States of America,Salt Lake,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,33.0,1.8,33.0,14.6,40.6632297,-111.9103124,2024.0
Jul-Dec 2024,Americas,United States of America,San Bernardino,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Cats,Animal,1.0,140.6,1.0,115.6,17.6,34.8253019,-116.0833144,2024.0
Jul-Dec 2024,Americas,United States of America,Santa Barbara,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Cats,Animal,1.0,62.8,2.0,37.8,17.6,34.4221319,-119.702667,2024.0
Jul-Dec 2024,Americas,United States of America,Sarpy,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,29.0,1.2,20.0,9.0,41.0923005,-96.10075608814398,2024.0
Jul-Dec 2024,Americas,United States of America,Sedgwick,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,30.0,1.0,16.0,14.0,37.6448148,-97.4641388,2024.0
Jul-Dec 2024,Americas,United States of America,Sharp,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,18.0,1.0,17.0,1.0,36.1344424,-91.4930274,2024.0
Jul-Dec 2024,Americas,United States of America,Sheridan,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,46.0,2.4,25.0,19.8,39.3530598,-100.457645,2024.0
Jul-Dec 2024,Americas,United States of America,Snohomish,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,166.0,1.2,166.0,43.4,48.0074736,-121.7304882,2024.0
Jul-Dec 2024,Americas,United States of America,Sonoma,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,27.0,1.0,11.0,16.0,38.5110803,-122.8473388,2024.0
Jul-Dec 2024,Americas,United States of America,Stearns,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Bovine,Animal,1.0,74.0,1.2,59.6,16.8,45.535326,-94.6139422,2024.0
Jul-Dec 2024,Americas,United States of America,Stevens,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,128.0,1.2,128.0,53.2,45.5837016,-95.9946194,2024.0
Jul-Dec 2024,Americas,United States of America,Tipton,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,10.0,1.0,6.8,10.6,40.2899154,-86.058442,2024.0
Jul-Dec 2024,Americas,United States of America,Tulare,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,2.0,132.0,3.2,70.0,62.0,36.2516475,-118.852583,2024.0
Jul-Dec 2024,Americas,United States of America,Tulare,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Cats,Animal,1.0,49.0,1.0,37.8,17.6,36.2516475,-118.852583,2024.0
Jul-Dec 2024,Americas,United States of America,Tulare,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Brewer's Blackbird,Animal,1.0,49.0,3.2,37.8,17.6,36.2516475,-118.852583,2024.0
Jul-Dec 2024,Americas,United States of America,Twin Falls,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,30.0,1.0,27.0,3.0,42.5558542,-114.4700684,2024.0
Jul-Dec 2024,Americas,United States of America,Twin Falls,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Bovine,Animal,2.0,57.2,1.0,31.4,37.0,42.5558542,-114.4700684,2024.0
Jul-Dec 2024,Americas,United States of America,Union,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,28.0,1.0,10.0,18.0,37.4616454,-89.2504793,2024.0
Jul-Dec 2024,Americas,United States of America,Utah,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,25.0,47.8,16.2,17.2,39.4225192,-111.714358,2024.0
Jul-Dec 2024,Americas,United States of America,Van Buren,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Bovine,Animal,2.0,35.0,1.0,16.0,28.6,42.2710763,-86.013973,2024.0
Jul-Dec 2024,Americas,United States of America,Venango,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Domestic,Birds,Animal,1.0,20.0,1.2,1.0,19.0,41.3996112,-79.7709417,2024.0
